gene_name,gene_id,n_exons,total_count
LINC01875,ENSG00000225942,2,0
ENSG00000305006,ENSG00000305006,4,0
ENSG00000305007,ENSG00000305007,7,0
ENSG00000305181,ENSG00000305181,2,0
ENSG00000305279,ENSG00000305279,2,0
ENSG00000305408,ENSG00000305408,7,0
ENSG00000305428,ENSG00000305428,2,0
ENSG00000305703,ENSG00000305703,1,0
ENSG00000305708,ENSG00000305708,8,0
ENSG00000306220,ENSG00000306220,2,0
ENSG00000306405,ENSG00000306405,4,0
ENSG00000307288,ENSG00000307288,3,0
ENSG00000284452,ENSG00000284452,11,0
ENSG00000307631,ENSG00000307631,5,0
ENSG00000234172,ENSG00000234172,5,0
ENSG00000307776,ENSG00000307776,2,0
ENSG00000308183,ENSG00000308183,3,0
ENSG00000308184,ENSG00000308184,3,0
ENSG00000308381,ENSG00000308381,3,0
ENSG00000308399,ENSG00000308399,2,0
ENSG00000308427,ENSG00000308427,2,0
ENSG00000308446,ENSG00000308446,4,0
ENSG00000309536,ENSG00000309536,8,0
ENSG00000309554,ENSG00000309554,2,0
ENSG00000309680,ENSG00000309680,5,0
ENSG00000287854,ENSG00000287854,11,0
ENSG00000310088,ENSG00000310088,19,0
ENSG00000310172,ENSG00000310172,5,0
MIR4430,ENSG00000283591,1,0
MIR4778,ENSG00000264525,1,0
HIGD1AP4,ENSG00000233299,1,0
ENSG00000225448,ENSG00000225448,1,0
DIS3L2P1,ENSG00000223788,5,0
ENSG00000234903,ENSG00000234903,2,0
MED15P4,ENSG00000224679,4,0
ENSG00000230343,ENSG00000230343,1,0
IGKV2OR2-1,ENSG00000270748,1,0
ENSG00000298478,ENSG00000298478,2,0
MIR4268,ENSG00000266518,1,0
ENSG00000298302,ENSG00000298302,6,0
ENSG00000303406,ENSG00000303406,2,0
LINC01958,ENSG00000283436,9,0
ENSG00000306594,ENSG00000306594,3,0
ENSG00000310213,ENSG00000310213,4,0
ENSG00000295442,ENSG00000295442,2,0
ENSG00000226442,ENSG00000226442,2,0
ENSG00000224814,ENSG00000224814,2,0
DNAJB3,ENSG00000293135,2,0
RNA5SP116,ENSG00000251941,1,0
RNA5SP117,ENSG00000202164,1,0
GKN3P,ENSG00000283586,6,0
MTND1P29,ENSG00000237722,3,0
MTND2P22,ENSG00000231954,1,0
MTCO2P7,ENSG00000230496,1,0
MTATP6P7,ENSG00000232990,1,0
MTCO3P7,ENSG00000249997,1,0
MTND3P15,ENSG00000283940,1,0
ENSG00000284171,ENSG00000284171,1,0
MTND4P27,ENSG00000230548,1,0
MTND5P29,ENSG00000234934,1,0
MTND6P8,ENSG00000248136,1,0
MTCYBP8,ENSG00000233550,1,0
ENSG00000224352,ENSG00000224352,1,0
RNU6-473P,ENSG00000251973,1,0
ENSG00000225819,ENSG00000225819,2,0
RNU2-21P,ENSG00000222300,1,0
RPL21P38,ENSG00000233934,1,0
ENSG00000242911,ENSG00000242911,1,0
MTCO2P6,ENSG00000240951,1,0
HMGB1P38,ENSG00000243877,1,0
ENSG00000240573,ENSG00000240573,3,0
ENSG00000277746,ENSG00000277746,1,0
OSBPL9P1,ENSG00000271389,1,0
SRRM1P2,ENSG00000242195,1,0
MRPS17P3,ENSG00000239226,1,0
TUBBP11,ENSG00000243195,1,0
MTCO1P6,ENSG00000240309,1,0
RAP1BP2,ENSG00000214405,1,0
GAPDHP50,ENSG00000241861,1,0
ENSG00000241777,ENSG00000241777,1,0
ENSG00000249305,ENSG00000249305,1,0
ENSG00000239408,ENSG00000239408,1,0
MTND3P7,ENSG00000240824,1,0
MCUR1P2,ENSG00000242326,1,0
MTND4P17,ENSG00000242178,1,0
TMEM38BP1,ENSG00000238026,1,0
MTND4LP10,ENSG00000240084,1,0
ENSG00000243885,ENSG00000243885,2,0
RPL32P8,ENSG00000240246,1,0
EI24P6,ENSG00000271413,1,0
LINC02041,ENSG00000228952,2,0
ENSG00000243861,ENSG00000243861,2,0
ENSG00000239661,ENSG00000239661,3,0
RNU6-822P,ENSG00000199577,1,0
MIR466,ENSG00000265376,1,0
RNA5SP127,ENSG00000222983,1,0
RN7SL647P,ENSG00000243957,1,0
ENSG00000283367,ENSG00000283367,1,0
RNU6-739P,ENSG00000212340,1,0
RNU6-873P,ENSG00000200703,1,0
RN7SKP61,ENSG00000222574,1,0
RNU6-1129P,ENSG00000251773,1,0
MIR548AB,ENSG00000265328,1,0
RNU6ATAC15P,ENSG00000221206,1,0
RNU6-712P,ENSG00000222490,1,0
MIR4445,ENSG00000265956,1,0
RNU6-461P,ENSG00000201065,1,0
ENSG00000271922,ENSG00000271922,1,0
RN7SKP46,ENSG00000251751,1,0
RNU7-82P,ENSG00000238924,1,0
ENSG00000239093,ENSG00000239093,1,0
MIR1263,ENSG00000221251,1,0
MIR944,ENSG00000216058,1,0
RNA5SP147,ENSG00000252302,1,0
ENSG00000252989,ENSG00000252989,1,0
RNU6-865P,ENSG00000201642,1,0
CD24P5,ENSG00000237566,1,0
RPL38P1,ENSG00000241993,1,0
RPL7L1P7,ENSG00000251137,1,0
PISRT1,ENSG00000281473,1,0
ENSG00000276304,ENSG00000276304,1,0
MIR4795,ENSG00000264119,1,0
ENSG00000287273,ENSG00000287273,2,0
ENSG00000201410,ENSG00000201410,1,0
IFT122P1,ENSG00000250939,1,0
RNA5SP136,ENSG00000222838,1,0
ENSG00000253049,ENSG00000253049,1,0
RNU6-488P,ENSG00000251727,1,0
RNU6-454P,ENSG00000201162,1,0
ENSG00000239716,ENSG00000239716,2,0
MIR4443,ENSG00000265483,1,0
RNU6-138P,ENSG00000251761,1,0
OR5H8,ENSG00000232535,2,0
POU5F1P7,ENSG00000248365,1,0
ENSG00000212608,ENSG00000212608,1,0
MIR548AQ,ENSG00000265470,1,0
OR5H15,ENSG00000233412,2,0
ATP5MC2P5,ENSG00000249253,1,0
ENSG00000287977,ENSG00000287977,1,0
OR5BM1P,ENSG00000250750,1,0
ENSG00000238138,ENSG00000238138,1,0
RNU6-670P,ENSG00000201182,1,0
MRPS31P1,ENSG00000275256,1,0
ENSG00000286516,ENSG00000286516,2,0
MIR8060,ENSG00000278103,1,0
RNU6-1094P,ENSG00000199286,1,0
OR5AC2,ENSG00000196578,1,0
CD200R1P1,ENSG00000289742,2,0
RNU6-232P,ENSG00000252953,1,0
RN7SKP265,ENSG00000252257,1,0
ENSG00000240478,ENSG00000240478,2,0
OR5AC4P,ENSG00000251090,1,0
ENSG00000290819,ENSG00000290819,2,0
CIDECP1,ENSG00000186162,2,0
ALG1L1P,ENSG00000189366,7,0
PLA2G10P1,ENSG00000243378,1,0
RANP7,ENSG00000226183,2,0
ENSG00000232167,ENSG00000232167,1,0
RNU6-557P,ENSG00000252651,1,0
RNU6-1270P,ENSG00000252937,1,0
ENSG00000236864,ENSG00000236864,2,0
PRR23E2P,ENSG00000243016,1,0
RNU6-1047P,ENSG00000201288,1,0
RNU6-507P,ENSG00000251854,1,0
SYPL1P1,ENSG00000243154,1,0
DYNLL1P5,ENSG00000242151,1,0
RPL9P15,ENSG00000240601,1,0
ENSG00000200288,ENSG00000200288,1,0
RNU6-1120P,ENSG00000199858,1,0
ENSG00000250271,ENSG00000250271,2,0
LINC01326,ENSG00000244321,2,0
ENSG00000274149,ENSG00000274149,1,0
RN7SKP298,ENSG00000251759,1,0
ENSG00000240458,ENSG00000240458,1,0
CBX1P5,ENSG00000231516,1,0
RNU6-910P,ENSG00000212146,1,0
ENSG00000293885,ENSG00000293885,7,0
ENSG00000294103,ENSG00000294103,2,0
ENSG00000294113,ENSG00000294113,2,0
ENSG00000294662,ENSG00000294662,2,0
ENSG00000294919,ENSG00000294919,2,0
ENSG00000295040,ENSG00000295040,4,0
ENSG00000295069,ENSG00000295069,2,0
ENSG00000295278,ENSG00000295278,1,0
ENSG00000295357,ENSG00000295357,2,0
ENSG00000295379,ENSG00000295379,1,0
ENSG00000295524,ENSG00000295524,2,0
ENSG00000295578,ENSG00000295578,4,0
ENSG00000231243,ENSG00000231243,4,0
ENSG00000295794,ENSG00000295794,2,0
ENSG00000295859,ENSG00000295859,2,0
ENSG00000295924,ENSG00000295924,2,0
ENSG00000288724,ENSG00000288724,12,0
ENSG00000296251,ENSG00000296251,3,0
ENSG00000296394,ENSG00000296394,4,0
ENSG00000296505,ENSG00000296505,2,0
ENSG00000296660,ENSG00000296660,5,0
ENSG00000297315,ENSG00000297315,2,0
ENSG00000297338,ENSG00000297338,2,0
ENSG00000297363,ENSG00000297363,2,0
ENSG00000298038,ENSG00000298038,4,0
ENSG00000298125,ENSG00000298125,2,0
ENSG00000298564,ENSG00000298564,4,0
ENSG00000249225,ENSG00000249225,4,0
ENSG00000299316,ENSG00000299316,2,0
ENSG00000299563,ENSG00000299563,5,0
ENSG00000299728,ENSG00000299728,2,0
ENSG00000299755,ENSG00000299755,3,0
ENSG00000300214,ENSG00000300214,2,0
ENSG00000300248,ENSG00000300248,5,0
ENSG00000300508,ENSG00000300508,12,0
ENSG00000300888,ENSG00000300888,1,0
ENSG00000300922,ENSG00000300922,2,0
ENSG00000289509,ENSG00000289509,20,0
ENSG00000301770,ENSG00000301770,4,0
ENSG00000301772,ENSG00000301772,2,0
ENSG00000301875,ENSG00000301875,2,0
ENSG00000302125,ENSG00000302125,3,0
ENSG00000302669,ENSG00000302669,6,0
ENSG00000302866,ENSG00000302866,2,0
ENSG00000303407,ENSG00000303407,2,0
ENSG00000303410,ENSG00000303410,2,0
ENSG00000303500,ENSG00000303500,3,0
ENSG00000303667,ENSG00000303667,4,0
ENSG00000303718,ENSG00000303718,3,0
ENSG00000304080,ENSG00000304080,5,0
MORC1-AS1,ENSG00000239314,4,0
ENSG00000304472,ENSG00000304472,8,0
ENSG00000304488,ENSG00000304488,6,0
ENSG00000304601,ENSG00000304601,2,0
ENSG00000240241,ENSG00000240241,9,0
ENSG00000242145,ENSG00000242145,4,0
ENSG00000305637,ENSG00000305637,5,0
ENSG00000305777,ENSG00000305777,5,0
ENSG00000227549,ENSG00000227549,29,0
ENSG00000306425,ENSG00000306425,30,0
ENSG00000306828,ENSG00000306828,12,0
ENSG00000307408,ENSG00000307408,5,0
ENSG00000307529,ENSG00000307529,4,0
ENSG00000308098,ENSG00000308098,3,0
LINC02077,ENSG00000244461,6,0
ENSG00000308398,ENSG00000308398,3,0
LINC02038,ENSG00000229155,7,0
ENSG00000309249,ENSG00000309249,3,0
ENSG00000309336,ENSG00000309336,3,0
ENSG00000309782,ENSG00000309782,10,0
ENSG00000309825,ENSG00000309825,3,0
ENSG00000309890,ENSG00000309890,2,0
ENSG00000310214,ENSG00000310214,3,0
ENSG00000305562,ENSG00000305562,2,0
ENSG00000308494,ENSG00000308494,2,0
OR5H5P,ENSG00000249321,1,0
OR5H3P,ENSG00000249975,1,0
OR5H7P,ENSG00000187900,1,0
ENSG00000301090,ENSG00000301090,3,0
RPS25P5,ENSG00000243822,1,0
ENSG00000301779,ENSG00000301779,2,0
ENSG00000295183,ENSG00000295183,2,0
ENSG00000295756,ENSG00000295756,2,0
RNU6-348P,ENSG00000207114,1,0
CYCSP56,ENSG00000242036,1,0
HMGN2P26,ENSG00000241203,1,0
ENSG00000250611,ENSG00000250611,1,0
ENSG00000249564,ENSG00000249564,1,0
ENSG00000279379,ENSG00000279379,1,0
MTCO3P27,ENSG00000251430,1,0
RPS3AP17,ENSG00000244031,2,0
MTND3P24,ENSG00000249045,1,0
ENSG00000251080,ENSG00000251080,3,0
ENSG00000249235,ENSG00000249235,1,0
ENSG00000275250,ENSG00000275250,1,0
ENSG00000198277,ENSG00000198277,4,0
ENSG00000279918,ENSG00000279918,1,0
ENSG00000249441,ENSG00000249441,2,0
ENSG00000275959,ENSG00000275959,1,0
ENSG00000251055,ENSG00000251055,3,0
MTND6P16,ENSG00000249893,1,0
SEC63P2,ENSG00000250416,1,0
ENSG00000286097,ENSG00000286097,3,0
UGT2B11,ENSG00000213759,8,0
ENSG00000251373,ENSG00000251373,1,0
ENSG00000251427,ENSG00000251427,4,0
ENSG00000249890,ENSG00000249890,1,0
ENSG00000249111,ENSG00000249111,2,0
ENSG00000249105,ENSG00000249105,1,0
PPBPP1,ENSG00000250550,4,0
ENSG00000251424,ENSG00000251424,1,0
LINC02619,ENSG00000249382,19,0
ENSG00000251529,ENSG00000251529,2,0
MTND5P13,ENSG00000250169,1,0
ENSG00000248447,ENSG00000248447,1,0
ENSG00000268803,ENSG00000268803,1,0
ENSG00000196472,ENSG00000196472,1,0
LINC01218,ENSG00000251636,2,0
MTND4LP31,ENSG00000248259,1,0
NDUFS5P5,ENSG00000230671,1,0
ENSG00000249171,ENSG00000249171,4,0
ENSG00000249985,ENSG00000249985,1,0
TTC39CP1,ENSG00000250627,1,0
ENSG00000271302,ENSG00000271302,1,0
ENSG00000248763,ENSG00000248763,3,0
ENSG00000286124,ENSG00000286124,3,0
ENSG00000223605,ENSG00000223605,1,0
ACTR6P1,ENSG00000248915,1,0
H3P15,ENSG00000251005,2,0
ENSG00000250183,ENSG00000250183,7,0
ENSG00000287924,ENSG00000287924,3,0
GAPDHP56,ENSG00000249018,1,0
ENSG00000288567,ENSG00000288567,1,0
ENSG00000248128,ENSG00000248128,1,0
ENSG00000251498,ENSG00000251498,4,0
ENSG00000251492,ENSG00000251492,1,0
ENSG00000249795,ENSG00000249795,1,0
ENSG00000251236,ENSG00000251236,1,0
ENSG00000280059,ENSG00000280059,1,0
PGBD4P4,ENSG00000248877,1,0
ENSG00000250213,ENSG00000250213,2,0
ENSG00000249735,ENSG00000249735,3,0
ENSG00000250791,ENSG00000250791,10,0
ENSG00000250100,ENSG00000250100,3,0
ENSG00000248209,ENSG00000248209,1,0
ENSG00000250375,ENSG00000250375,3,0
LINC02429,ENSG00000251266,11,0
YWHAEP4,ENSG00000250205,1,0
ENSG00000250503,ENSG00000250503,2,0
ENSG00000271606,ENSG00000271606,1,0
ENSG00000250082,ENSG00000250082,1,0
TARS2P1,ENSG00000248104,1,0
ENSG00000248912,ENSG00000248912,2,0
ENSG00000248921,ENSG00000248921,2,0
ENSG00000250398,ENSG00000250398,2,0
ENSG00000248755,ENSG00000248755,1,0
ENSG00000249692,ENSG00000249692,1,0
ENSG00000251195,ENSG00000251195,2,0
ENSG00000250839,ENSG00000250839,1,0
MTHFD2P4,ENSG00000251253,3,0
ENSG00000250993,ENSG00000250993,3,0
ENSG00000287571,ENSG00000287571,2,0
ENSG00000248739,ENSG00000248739,2,0
PHB1P14,ENSG00000248913,1,0
ENSG00000249943,ENSG00000249943,1,0
ENSG00000250997,ENSG00000250997,1,0
ENSG00000248601,ENSG00000248601,4,0
ENSG00000250150,ENSG00000250150,3,0
ENSG00000270336,ENSG00000270336,1,0
ENSG00000250704,ENSG00000250704,2,0
ADAM20P3,ENSG00000249162,1,0
ENSG00000283043,ENSG00000283043,1,0
ENSG00000251490,ENSG00000251490,2,0
ENSG00000249520,ENSG00000249520,1,0
RNA5SP157,ENSG00000251816,1,0
MIR1255B1,ENSG00000283207,1,0
ENSG00000238694,ENSG00000238694,1,0
RNU6-573P,ENSG00000206665,1,0
RNU6-931P,ENSG00000200720,1,0
RNU6-412P,ENSG00000252243,1,0
RN7SKP199,ENSG00000222257,1,0
MIR548AG1,ENSG00000265829,1,0
RNU6-1325P,ENSG00000201775,1,0
RNU6-191P,ENSG00000252104,1,0
RNU6-774P,ENSG00000200108,1,0
RNU6-462P,ENSG00000199529,1,0
RNU6-948P,ENSG00000252183,1,0
RNU6-224P,ENSG00000206782,1,0
RNU6-1230P,ENSG00000207121,1,0
RNA5SP167,ENSG00000202331,1,0
RNU4-79P,ENSG00000199634,1,0
RN7SKP188,ENSG00000222721,1,0
RNU6ATAC13P,ENSG00000251961,1,0
MIR6082,ENSG00000278502,1,0
RNU2-66P,ENSG00000222582,1,0
MIR4276,ENSG00000265846,1,0
ENSG00000212191,ENSG00000212191,1,0
RNU6-668P,ENSG00000201050,1,0
ENSG00000276623,ENSG00000276623,1,0
RNA5SP153,ENSG00000252307,1,0
DEFB130D,ENSG00000232773,2,0
RNU6-1074P,ENSG00000206722,1,0
NUP58P1,ENSG00000251436,2,0
SULT1D1P,ENSG00000236959,7,0
ENSG00000251489,ENSG00000251489,1,0
RNU6-887P,ENSG00000222592,1,0
MIR5591,ENSG00000264621,1,0
LRRC34P2,ENSG00000250464,2,0
RNU2-40P,ENSG00000222765,1,0
MIR5705,ENSG00000263981,1,0
MIR3945,ENSG00000266698,1,0
RNU6-351P,ENSG00000251906,1,0
ENSG00000252136,ENSG00000252136,1,0
IL21,ENSG00000138684,9,0
PYURF,ENSG00000145337,2,0
RNF14P2,ENSG00000250594,1,0
RNU6-205P,ENSG00000212160,1,0
ENSG00000199894,ENSG00000199894,1,0
MIR297,ENSG00000215961,1,0
ENSG00000251312,ENSG00000251312,1,0
RNU6-289P,ENSG00000200963,1,0
ENSG00000274154,ENSG00000274154,1,0
ENSG00000248317,ENSG00000248317,3,0
RNU6-410P,ENSG00000252815,1,0
ENSG00000248621,ENSG00000248621,1,0
ENSG00000250300,ENSG00000250300,4,0
RNU6-1000P,ENSG00000212368,1,0
UGT2B29P,ENSG00000250566,2,0
ENSG00000249472,ENSG00000249472,1,0
ENSG00000251101,ENSG00000251101,1,0
ENSG00000251074,ENSG00000251074,2,0
ENSG00000221711,ENSG00000221711,1,0
CXCL1P1,ENSG00000250339,2,0
ENSG00000248552,ENSG00000248552,1,0
FDCSP,ENSG00000181617,5,0
KRT19P6,ENSG00000249891,1,0
OR5M14P,ENSG00000249081,2,0
ENSG00000251517,ENSG00000251517,2,0
RN7SKP82,ENSG00000252595,1,0
LINC02383,ENSG00000248143,3,0
RNU4-64P,ENSG00000222727,1,0
MIR1973,ENSG00000284253,1,0
TRMT112P1,ENSG00000250272,1,0
ENSG00000250338,ENSG00000250338,2,0
RNU6-1336P,ENSG00000206613,1,0
OR7E94P,ENSG00000249646,1,0
ENSG00000250642,ENSG00000250642,3,0
ENSG00000287770,ENSG00000287770,1,0
RNU6-276P,ENSG00000251923,1,0
UGT2B28,ENSG00000135226,7,0
ENSG00000251691,ENSG00000251691,1,0
ENSG00000250612,ENSG00000250612,5,0
ENSG00000268209,ENSG00000268209,1,0
UGT2B25P,ENSG00000215110,6,0
ENSG00000248824,ENSG00000248824,1,0
UGT2B24P,ENSG00000249956,6,0
ENSG00000250828,ENSG00000250828,3,0
ENSG00000249686,ENSG00000249686,2,0
RNU7-74P,ENSG00000239010,1,0
RPPH1-3P,ENSG00000252350,1,0
ENSG00000251162,ENSG00000251162,1,0
ENSG00000250315,ENSG00000250315,1,0
ENSG00000293020,ENSG00000293020,1,0
CSN1S2AP,ENSG00000234124,20,0
ENSG00000249262,ENSG00000249262,1,0
MIR1269A,ENSG00000221563,1,0
ENSG00000248715,ENSG00000248715,1,0
ELL2P2,ENSG00000251051,1,0
ENSG00000248369,ENSG00000248369,3,0
LINC01256,ENSG00000251398,7,0
AARS1P1,ENSG00000249038,1,0
MRPS36P2,ENSG00000249539,1,0
ENSG00000293837,ENSG00000293837,3,0
ENSG00000293907,ENSG00000293907,2,0
ENSG00000293931,ENSG00000293931,3,0
ENSG00000294059,ENSG00000294059,5,0
ENSG00000294267,ENSG00000294267,3,0
ENSG00000294303,ENSG00000294303,4,0
ENSG00000294539,ENSG00000294539,3,0
LINC02353,ENSG00000251329,4,0
ENSG00000294930,ENSG00000294930,2,0
ENSG00000294957,ENSG00000294957,5,0
ENSG00000295397,ENSG00000295397,3,0
ENSG00000295435,ENSG00000295435,2,0
ENSG00000295560,ENSG00000295560,4,0
ENSG00000295567,ENSG00000295567,4,0
ENSG00000289139,ENSG00000289139,1,0
ENSG00000296091,ENSG00000296091,3,0
ENSG00000296865,ENSG00000296865,2,0
ENSG00000296945,ENSG00000296945,4,0
ENSG00000297289,ENSG00000297289,4,0
ENSG00000297429,ENSG00000297429,3,0
ENSG00000250775,ENSG00000250775,12,0
ENSG00000298193,ENSG00000298193,4,0
ENSG00000298268,ENSG00000298268,9,0
ENSG00000298277,ENSG00000298277,5,0
ENSG00000298345,ENSG00000298345,1,0
ENSG00000299291,ENSG00000299291,1,0
ENSG00000299292,ENSG00000299292,1,0
ENSG00000299340,ENSG00000299340,2,0
ENSG00000250532,ENSG00000250532,12,0
ENSG00000299476,ENSG00000299476,3,0
ENSG00000299707,ENSG00000299707,3,0
ENSG00000299782,ENSG00000299782,9,0
LINC02171,ENSG00000250632,5,0
LINC01365,ENSG00000250772,10,0
ENSG00000300737,ENSG00000300737,2,0
ENSG00000300904,ENSG00000300904,6,0
ENSG00000301001,ENSG00000301001,2,0
ENSG00000301059,ENSG00000301059,4,0
ENSG00000301253,ENSG00000301253,2,0
ENSG00000301266,ENSG00000301266,2,0
ENSG00000301287,ENSG00000301287,4,0
ENSG00000301335,ENSG00000301335,2,0
ENSG00000301534,ENSG00000301534,7,0
ENSG00000301885,ENSG00000301885,2,0
ENSG00000302045,ENSG00000302045,2,0
ENSG00000302052,ENSG00000302052,2,0
ENSG00000302247,ENSG00000302247,8,0
ENSG00000302553,ENSG00000302553,1,0
LINC02233,ENSG00000250488,5,0
ENSG00000302939,ENSG00000302939,2,0
ENSG00000303067,ENSG00000303067,16,0
ENSG00000303911,ENSG00000303911,1,0
ENSG00000287375,ENSG00000287375,2,0
ENSG00000303961,ENSG00000303961,2,0
ENSG00000304240,ENSG00000304240,3,0
ENSG00000304606,ENSG00000304606,4,0
ENSG00000304689,ENSG00000304689,3,0
ENSG00000304734,ENSG00000304734,4,0
ENSG00000304864,ENSG00000304864,3,0
ENSG00000305137,ENSG00000305137,2,0
ENSG00000305187,ENSG00000305187,2,0
ENSG00000305886,ENSG00000305886,1,0
ENSG00000305966,ENSG00000305966,2,0
ENSG00000306448,ENSG00000306448,2,0
ENSG00000306549,ENSG00000306549,2,0
ENSG00000306584,ENSG00000306584,4,0
ENSG00000306623,ENSG00000306623,2,0
ENSG00000307042,ENSG00000307042,5,0
ENSG00000248417,ENSG00000248417,3,0
ENSG00000307074,ENSG00000307074,2,0
ENSG00000307410,ENSG00000307410,3,0
ENSG00000307713,ENSG00000307713,7,0
ENSG00000307726,ENSG00000307726,2,0
ENSG00000251325,ENSG00000251325,2,0
ENSG00000308162,ENSG00000308162,2,0
ENSG00000308989,ENSG00000308989,2,0
ENSG00000309167,ENSG00000309167,12,0
ENSG00000309366,ENSG00000309366,4,0
ENSG00000250024,ENSG00000250024,6,0
ENSG00000309874,ENSG00000309874,14,0
ENSG00000310251,ENSG00000310251,2,0
ENSG00000310383,ENSG00000310383,6,0
ENSG00000297959,ENSG00000297959,5,0
ENSG00000306586,ENSG00000306586,5,0
UGT2B27P,ENSG00000251685,6,0
ENSG00000299645,ENSG00000299645,23,0
ENSG00000249763,ENSG00000249763,5,0
ENSG00000304713,ENSG00000304713,11,0
ENSG00000248613,ENSG00000248613,1,0
ENSG00000307587,ENSG00000307587,2,0
UGT2B26P,ENSG00000250919,6,0
ENSG00000305293,ENSG00000305293,3,0
RPS14P7,ENSG00000242635,1,0
ENSG00000298342,ENSG00000298342,3,0
ENSG00000248635,ENSG00000248635,4,0
ENSG00000302711,ENSG00000302711,13,0
ENSG00000250376,ENSG00000250376,4,0
ENSG00000302692,ENSG00000302692,9,0
UGT2A3P7,ENSG00000248886,1,0
ENSG00000294378,ENSG00000294378,2,0
ENSG00000249051,ENSG00000249051,1,0
ENSG00000295254,ENSG00000295254,2,0
ENSG00000302907,ENSG00000302907,14,0
ENSG00000307093,ENSG00000307093,5,0
ENSG00000307420,ENSG00000307420,1,0
ENSG00000301475,ENSG00000301475,5,0
STATH,ENSG00000126549,14,0
ENSG00000298916,ENSG00000298916,2,0
ENSG00000308728,ENSG00000308728,2,0
ENSG00000300929,ENSG00000300929,2,0
ENSG00000300900,ENSG00000300900,3,0
ENSG00000310584,ENSG00000310584,6,0
CABS1,ENSG00000145309,2,0
MLLT10P2,ENSG00000249462,1,0
RNA5SP175,ENSG00000201145,1,0
ENSG00000300000,ENSG00000300000,4,0
UGT2A3,ENSG00000135220,12,0
UGT2B10,ENSG00000109181,19,0
FGFBP1,ENSG00000137440,9,0
ODAM,ENSG00000109205,24,0
ENSG00000248962,ENSG00000248962,2,0
ENSG00000248137,ENSG00000248137,2,0
RPL32P14,ENSG00000242654,1,0
ENSG00000249486,ENSG00000249486,1,0
HPRT1P2,ENSG00000250587,1,0
HSPD1P15,ENSG00000249557,1,0
ENSG00000233787,ENSG00000233787,1,0
ENSG00000249927,ENSG00000249927,1,0
ENSG00000249289,ENSG00000249289,1,0
ENSG00000249404,ENSG00000249404,2,0
ENSG00000278734,ENSG00000278734,1,0
ENSG00000279470,ENSG00000279470,1,0
ENSG00000276098,ENSG00000276098,1,0
ENSG00000250524,ENSG00000250524,2,0
ENSG00000250319,ENSG00000250319,2,0
KRT18P56,ENSG00000249668,1,0
ENSG00000248891,ENSG00000248891,1,0
RPS2P25,ENSG00000241965,1,0
LINC02118,ENSG00000248789,6,0
ENSG00000249153,ENSG00000249153,1,0
ENSG00000279869,ENSG00000279869,1,0
DPPA3P12,ENSG00000271035,1,0
ENSG00000248195,ENSG00000248195,1,0
ENSG00000248363,ENSG00000248363,4,0
ENSG00000251125,ENSG00000251125,3,0
ENSG00000249904,ENSG00000249904,1,0
ENSG00000250650,ENSG00000250650,1,0
ENSG00000233943,ENSG00000233943,1,0
MRPS35P2,ENSG00000250830,1,0
KATNBL1P4,ENSG00000249270,2,0
MTCO2P24,ENSG00000249990,1,0
ENSG00000249023,ENSG00000249023,1,0
ENSG00000270779,ENSG00000270779,1,0
ENSG00000249380,ENSG00000249380,1,0
TRPC6P9,ENSG00000249607,2,0
ENSG00000248667,ENSG00000248667,1,0
ENSG00000249285,ENSG00000249285,1,0
ENSG00000254047,ENSG00000254047,1,0
TMEM69P2,ENSG00000248761,1,0
ENSG00000249950,ENSG00000249950,1,0
ENSG00000270430,ENSG00000270430,1,0
RNU6-679P,ENSG00000212305,1,0
RNU6-660P,ENSG00000201436,1,0
RNU6-374P,ENSG00000201016,1,0
ENSG00000252601,ENSG00000252601,1,0
SNORD29,ENSG00000223004,1,0
RNU1-150P,ENSG00000199361,1,0
RNU6-1296P,ENSG00000206606,1,0
RNU4-11P,ENSG00000202157,1,0
RNU6-620P,ENSG00000206744,1,0
RNU6-804P,ENSG00000207013,1,0
RN7SL802P,ENSG00000277506,1,0
RNU6-752P,ENSG00000252185,1,0
RNU7-53P,ENSG00000252514,1,0
RNU6-718P,ENSG00000251975,1,0
RNA5SP189,ENSG00000201790,1,0
ENSG00000252337,ENSG00000252337,1,0
RNU6-164P,ENSG00000201474,1,0
RNU6-500P,ENSG00000199219,1,0
RNU6-1036P,ENSG00000206686,1,0
RNU6-572P,ENSG00000252533,1,0
SNORA70J,ENSG00000206909,1,0
MIR3141,ENSG00000264760,1,0
RNU6-923P,ENSG00000201623,1,0
ENSG00000251591,ENSG00000251591,1,0
RNU6-363P,ENSG00000199765,1,0
ENSG00000248842,ENSG00000248842,2,0
RN7SKP122,ENSG00000251732,1,0
MIR548AE2,ENSG00000265699,1,0
RNU6-183P,ENSG00000200331,1,0
ENSG00000277188,ENSG00000277188,1,0
ENSG00000278237,ENSG00000278237,1,0
ENSG00000270243,ENSG00000270243,1,0
ENSG00000248428,ENSG00000248428,6,0
ENSG00000250728,ENSG00000250728,3,0
ENSG00000248591,ENSG00000248591,1,0
CFAP53P1,ENSG00000251515,1,0
ENSG00000289699,ENSG00000289699,6,0
RNU6-477P,ENSG00000206614,1,0
RNU7-161P,ENSG00000253098,1,0
ENSG00000280139,ENSG00000280139,1,0
ENSG00000253801,ENSG00000253801,1,0
RNU6-1232P,ENSG00000252108,1,0
DBIP2,ENSG00000251366,1,0
RNA5SP183,ENSG00000199322,1,0
